CO_IES,Instituicao,CO_CATEGAD,CO_CURSO,NO_CURSO,Municipio,UF,TP_SEXO,NU_IDADE,QE_I01,QE_I02,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,NT_GER
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,26,B,D,D,E,C,B,B,F,E,A,A,F,A,A,B,A,B,C,A,A,C,A,E,F,66.8
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,A,D,C,E,B,E,C,C,C,A,A,B,A,A,B,A,A,B,A,E,C,E,E,F,49.9
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,A,D,D,E,D,E,E,C,D,A,A,F,F,D,A,B,B,C,A,B,C,E,E,I,58.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,A,D,D,F,B,D,D,E,E,A,C,A,A,A,B,A,B,G,A,A,D,A,E,A,58.8
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,21,A,B,D,E,B,D,B,C,B,A,A,B,A,E,A,A,B,C,A,C,E,C,A,A,79.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,30,A,A,F,D,A,A,F,C,A,A,A,F,A,A,B,A,B,H,A,B,D,E,E,F,43.8
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,A,F,E,E,B,E,F,B,B,A,A,B,A,A,B,A,B,A,A,A,B,E,E,F,88.6
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,27,A,D,D,F,B,D,D,B,A,A,A,B,B,A,B,A,A,G,A,B,B,A,A,F,59.1
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,22,A,A,C,E,B,E,E,C,A,A,A,F,B,A,B,A,B,E,A,B,C,E,B,F,47.4
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,24,A,A,B,D,B,D,C,B,A,A,A,B,A,D,A,A,B,C,A,A,E,E,C,A,63.1
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,A,A,D,E,D,A,F,D,A,A,A,B,B,A,B,A,F,A,A,B,A,A,E,F,76.8
