CO_IES,Instituicao,CO_CATEGAD,CO_CURSO,NO_CURSO,Municipio,UF,TP_SEXO,NU_IDADE,QE_I01,QE_I02,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I24,QE_I25,QE_I26,NT_GER
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,C,A,B,B,E,D,A,A,A,A,A,B,H,A,A,A,B,B,A,D,A,A,D,26.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,23,C,B,C,B,D,D,A,D,A,D,C,B,E,A,A,A,B,B,A,A,B,A,A,33.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,29,B,C,A,E,C,C,A,D,A,B,B,B,G,A,E,A,C,C,A,A,A,A,A,44.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,28,B,D,D,B,B,C,A,A,A,C,C,B,C,A,A,G,C,B,A,A,A,A,B,45.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,C,B,C,B,D,C,A,D,A,B,D,B,D,A,A,A,B,B,A,C,A,A,B,30.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,25,C,C,C,D,D,D,A,D,A,B,D,D,E,A,A,A,B,C,A,E,A,A,B,54.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,F,23,B,B,C,A,B,D,A,A,A,F,D,D,A,A,A,A,B,F,A,A,E,A,B,48.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,F,24,B,D,C,C,D,D,A,D,A,D,C,D,A,A,A,A,B,B,A,E,A,A,C,61.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,23,C,B,B,A,C,B,A,D,A,D,D,B,E,A,A,A,D,A,A,A,B,A,B,46.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,28,B,B,D,A,B,D,A,A,A,C,C,D,F,A,A,A,B,B,A,A,A,A,B,40.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,C,B,D,D,D,C,B,B,A,A,B,C,B,A,A,A,A,C,A,A,A,A,B,63.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,A,D,D,B,D,D,A,D,A,A,B,B,B,A,A,A,D,A,A,A,A,A,C,62.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,24,A,E,D,D,D,D,A,D,A,D,E,B,C,B,A,A,A,A,A,A,A,A,B,54.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,B,B,C,B,D,B,A,D,A,C,D,B,D,A,D,A,A,C,A,A,A,A,B,46.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,B,B,D,A,D,D,A,F,A,D,D,B,F,A,A,H,B,F,A,A,A,A,A,46.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,F,24,C,B,C,A,D,D,A,D,A,D,B,B,D,A,A,H,D,D,A,A,B,A,B,38.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,F,35,C,B,C,C,E,E,A,D,A,C,E,D,A,A,D,A,B,C,A,D,D,B,B,45.0
579,UNIVERSIDADE FEDERAL DA PARAÍBA (UFPB),1,98984,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,B,A,B,E,D,D,A,B,C,E,E,A,A,C,A,A,F,D,A,F,C,A,B,60.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,24,A,B,C,D,D,B,A,A,A,E,D,B,B,B,D,I,A,D,B,A,E,A,B,35.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,29,B,B,D,B,D,B,A,D,A,B,B,B,E,B,C,A,A,F,A,D,A,A,A,29.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,31,C,D,C,D,D,B,A,D,A,E,D,B,B,B,A,A,A,F,A,A,B,A,B,44.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,24,C,B,C,D,C,C,A,A,A,E,D,B,G,E,A,A,A,F,B,A,B,A,B,59.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,23,C,C,C,D,D,D,A,D,A,C,D,B,D,B,A,A,A,B,B,A,B,A,B,55.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,A,C,D,A,D,C,A,D,A,B,B,B,F,B,D,I,A,F,A,D,A,A,D,47.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,C,D,C,D,C,C,A,A,A,C,E,A,A,C,A,A,A,D,A,A,B,A,B,36.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,C,B,B,B,D,D,A,D,A,F,E,D,A,F,A,A,A,A,A,A,B,A,B,62.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,27,C,D,B,A,D,B,A,A,A,D,D,B,D,C,A,A,A,D,A,A,A,A,B,52.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,C,B,D,D,D,A,A,A,A,D,D,C,C,C,C,A,A,F,A,A,B,A,B,37.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,24,C,C,C,D,C,C,A,A,A,E,E,D,A,E,A,A,D,F,B,A,A,B,A,61.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,C,B,C,C,D,C,A,A,A,E,E,B,G,F,E,A,A,B,A,A,B,A,B,71.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,30,A,C,C,B,D,C,A,D,A,B,D,A,A,B,C,A,A,D,B,A,A,A,A,49.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,26,C,B,B,B,D,C,A,A,A,D,D,B,E,B,A,A,A,A,A,A,B,A,A,39.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,21,C,D,C,A,D,D,A,D,A,F,F,B,D,F,D,A,A,E,B,A,B,A,B,68.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,31,E,B,C,D,D,B,A,A,A,D,E,A,A,F,E,A,A,F,B,A,B,A,A,43.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,23,D,B,D,A,D,D,A,D,A,E,F,D,A,E,A,A,A,E,B,A,A,B,B,77.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,D,B,C,D,D,B,A,A,A,E,F,B,D,F,A,A,A,C,B,A,B,A,B,69.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,22,C,B,B,D,D,B,A,A,A,C,D,B,D,B,A,A,A,F,A,A,B,A,G,37.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,22,C,A,C,D,D,D,A,D,A,B,D,E,A,C,E,A,E,C,F,A,A,B,D,60.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,22,B,A,B,A,D,D,A,A,A,B,B,B,F,B,C,A,A,C,A,C,A,A,A,49.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,C,B,A,B,D,C,A,A,A,B,E,B,D,E,A,A,A,F,A,A,B,A,B,46.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,21,C,B,C,D,D,B,A,D,A,D,D,B,D,B,A,A,A,D,A,A,B,A,B,43.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,C,B,B,E,D,B,A,A,A,D,D,B,D,B,A,A,A,B,B,A,A,B,B,59.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,C,B,B,D,C,B,A,D,A,D,E,B,D,E,D,A,A,C,A,A,B,A,B,42.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,21,C,B,C,A,D,C,A,A,A,E,D,B,D,E,A,A,A,D,A,A,B,A,B,57.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,D,B,B,C,D,C,A,D,A,D,D,B,D,A,C,H,A,F,B,A,B,A,C,46.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,26,B,B,B,D,D,C,A,A,A,C,C,D,C,C,C,A,A,C,A,A,B,A,B,43.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,B,C,C,B,D,C,A,A,A,D,B,B,G,C,A,A,A,B,A,A,B,A,B,59.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,21,C,D,C,E,D,D,A,A,A,B,C,B,B,B,A,A,A,B,A,A,A,A,B,54.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,24,C,B,B,B,D,C,A,C,A,B,C,B,F,B,A,A,A,B,B,A,B,A,B,51.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,C,E,B,A,D,D,A,B,A,D,D,D,A,C,A,A,A,F,B,A,A,A,A,50.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,C,B,D,C,D,B,A,D,A,E,D,B,F,C,B,A,A,A,A,A,B,A,A,55.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,22,C,B,D,B,D,C,A,A,A,E,E,B,C,F,B,A,A,F,A,A,B,A,A,50.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,24,C,B,C,B,D,C,A,A,A,F,E,B,D,F,A,A,A,A,A,A,B,A,B,49.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,29,C,D,C,B,D,D,A,D,A,E,D,A,A,B,D,A,A,F,A,A,B,A,B,41.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,B,D,C,E,D,D,A,A,A,E,E,B,E,C,A,A,A,A,A,A,B,A,B,37.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,25,C,A,D,B,C,D,A,A,A,D,D,B,D,C,A,A,A,A,A,A,A,A,B,41.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,C,B,C,C,C,D,A,A,A,D,E,B,F,D,B,A,A,F,A,A,B,A,B,56.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,B,B,B,C,D,B,A,A,A,B,B,B,D,C,E,A,A,A,A,A,B,A,A,42.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,A,C,C,D,D,D,A,D,A,D,D,D,A,D,A,A,A,A,A,A,B,A,B,52.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,B,B,B,A,E,C,A,D,A,E,E,B,D,E,B,A,A,B,A,A,B,A,B,73.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,C,B,C,D,D,B,A,A,A,D,E,B,E,C,A,A,A,A,F,A,B,A,A,51.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,22,C,B,C,A,D,B,A,D,A,D,D,D,A,C,A,A,A,F,F,A,B,A,A,73.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,26,C,B,B,B,D,C,A,A,A,D,E,B,C,C,C,A,A,C,F,A,B,A,B,53.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,B,B,C,A,D,C,A,A,A,D,D,B,E,C,C,A,A,F,A,A,A,A,B,50.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,24,C,B,C,A,D,B,B,B,A,E,E,C,B,D,E,A,A,F,B,A,B,A,B,42.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,26,C,D,B,D,C,B,B,D,A,D,E,C,B,B,E,A,A,F,A,A,B,A,B,66.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,C,C,C,A,D,B,A,D,A,C,E,B,E,C,C,A,A,B,A,A,B,A,A,49.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,23,C,C,B,D,D,D,A,D,A,D,E,D,E,E,D,A,A,F,F,D,A,B,B,58.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,B,B,C,E,E,D,A,D,A,D,F,B,D,D,E,A,C,A,A,A,B,A,B,58.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,21,C,C,C,C,D,D,A,B,A,D,E,B,D,B,B,A,A,B,A,E,A,A,B,79.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,30,C,B,C,A,D,C,A,A,A,F,D,A,A,F,A,A,A,F,A,A,B,A,B,43.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,27,C,B,B,A,D,D,A,D,A,D,F,B,D,D,A,A,A,B,B,A,B,A,A,59.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,F,22,C,A,C,B,D,D,A,A,A,C,E,B,E,E,A,A,A,F,B,A,B,A,B,47.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,24,B,B,B,E,D,C,A,A,A,B,D,B,D,C,A,A,A,B,A,D,A,A,B,63.0
2564,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),1,13446,CIÊNCIA DA COMPUTAÇÃO,Campina Grande,PB,M,25,C,B,C,A,D,C,A,A,B,D,E,D,A,F,A,A,A,B,B,A,B,A,F,76.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,21,C,B,A,B,D,D,A,A,A,F,D,B,D,C,A,B,A,A,A,A,A,A,B,27.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,34,A,C,D,B,D,E,B,A,A,B,E,C,G,C,E,C,A,A,A,D,A,B,A,48.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,F,22,C,B,D,B,C,D,A,D,A,B,E,B,C,A,C,C,A,A,A,D,A,A,B,23.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,24,A,B,B,B,D,E,A,D,A,E,E,B,E,E,E,E,A,F,A,A,B,A,B,43.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,24,D,B,C,E,C,D,A,D,A,E,E,B,E,B,E,E,A,A,A,D,E,A,C,38.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,C,E,C,D,B,C,A,A,A,A,C,B,F,A,A,C,A,A,A,D,A,A,B,30.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,C,B,C,B,C,D,A,A,A,D,E,B,E,C,A,E,A,A,A,A,B,A,B,52.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,23,C,B,C,B,D,D,A,A,A,D,D,A,A,B,A,C,A,D,A,D,A,A,A,49.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,37,B,A,A,A,D,D,B,A,A,B,B,C,E,B,A,C,A,A,A,D,A,A,C,48.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,C,D,B,B,D,B,A,D,A,C,E,B,C,B,A,C,A,A,A,D,A,A,C,34.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,23,C,A,B,A,E,C,A,A,A,E,E,B,D,B,E,E,A,A,A,A,B,A,A,52.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,F,26,C,B,B,D,D,D,A,A,A,D,E,B,D,F,A,I,A,C,A,A,E,D,B,24.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,21,B,A,C,A,C,E,A,D,A,C,D,D,A,C,A,E,A,C,A,A,A,E,A,42.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,C,C,C,C,C,C,A,D,A,D,F,B,C,E,A,E,A,A,A,A,B,A,C,43.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,21,A,A,B,D,D,D,A,A,A,F,E,B,D,E,C,B,A,C,A,A,B,A,B,43.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,F,21,B,B,D,B,B,D,A,A,A,B,C,B,B,C,A,B,A,C,A,A,B,A,B,36.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,B,B,B,E,D,D,A,A,A,C,E,B,C,E,E,E,A,D,A,A,B,A,B,51.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,C,A,C,B,D,C,A,A,A,F,D,B,D,E,A,E,A,A,A,A,E,D,B,30.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,C,B,C,D,C,C,A,A,B,D,E,B,E,E,E,H,A,A,A,A,B,A,B,37.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,32,A,D,D,D,D,C,A,D,A,C,C,B,F,B,E,E,A,C,A,A,A,D,B,36.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,34,E,A,C,B,D,E,B,D,A,E,D,C,D,C,E,C,A,A,A,D,A,A,B,37.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,21,C,D,C,B,D,D,A,A,A,D,F,A,A,B,E,E,A,A,A,A,A,A,B,44.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,25,D,C,D,D,C,D,A,D,A,F,E,B,D,F,A,B,A,A,A,A,B,A,B,43.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,25,C,A,B,A,E,D,A,D,A,F,E,B,E,F,E,B,A,A,A,A,F,A,B,46.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,22,C,B,B,A,D,C,A,B,A,C,D,A,A,B,A,E,A,C,A,A,B,A,B,32.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,26,B,B,A,A,D,D,A,D,A,E,D,B,E,E,A,H,A,A,A,A,B,A,B,44.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,21,B,B,C,B,C,D,A,D,A,D,E,B,D,E,A,E,A,C,A,A,B,A,B,40.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,20,A,C,C,A,D,D,A,D,A,C,E,B,B,D,A,E,A,A,A,A,A,A,B,55.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,21,C,B,B,A,D,C,A,A,A,E,E,B,C,F,E,B,A,C,A,A,B,A,B,65.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,25,A,D,D,B,C,E,A,A,A,E,E,B,D,D,A,B,A,C,A,A,B,A,B,27.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,21,C,D,B,A,C,D,A,A,A,E,E,B,C,B,A,E,A,A,A,A,B,A,A,48.0
352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA (UNIPÊ),4,19047,CIÊNCIA DA COMPUTAÇÃO,João Pessoa,PB,M,27,B,B,C,A,A,E,B,D,A,B,D,C,C,B,E,E,A,A,A,A,A,A,C,35.0
