CO_IES,Instituicao,CO_CATEGAD,CO_CURSO,NO_CURSO,Municipio,UF,TP_SEXO,NU_IDADE,QE_I01,QE_I02,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I24,QE_I25,QE_I26,NT_GER
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,D,A,B,E,D,E,A,D,A,D,D,B,D,C,A,A,A,A,A,D,A,A,A,45.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,22,E,B,C,B,D,E,A,B,A,B,D,B,E,C,A,A,A,B,D,A,A,B,F,48.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,B,C,C,D,D,E,A,A,A,E,E,B,E,A,B,A,A,A,A,A,B,A,A,55.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,32,D,C,C,E,C,C,A,B,A,D,D,B,F,E,B,A,A,A,A,B,B,A,B,23.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,B,B,C,B,D,D,A,B,A,D,C,B,C,A,A,A,A,E,B,B,A,A,B,54.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,B,B,D,E,D,C,A,A,A,E,E,B,F,F,E,A,A,C,A,A,B,A,B,55.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,A,B,B,B,D,D,A,E,A,D,D,B,D,B,A,A,A,B,B,D,A,A,B,43.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,A,B,C,E,D,D,A,D,A,D,D,B,D,B,B,A,A,B,A,B,A,A,A,40.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,A,B,C,E,C,E,A,A,A,D,D,B,C,E,A,A,A,A,A,A,B,A,B,53.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,B,A,B,A,B,C,B,A,A,D,D,C,D,A,A,A,A,B,A,A,B,A,B,45.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,A,B,B,A,D,E,A,A,A,D,F,B,D,E,E,A,A,E,C,A,B,A,B,49.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,26,C,B,A,A,D,D,A,D,A,E,E,B,F,E,A,A,A,E,B,D,A,B,A,44.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,B,B,C,B,D,C,A,A,A,D,D,B,C,C,A,A,A,E,B,A,A,A,B,42.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,30,C,B,C,B,C,D,A,B,A,F,D,B,D,F,E,A,A,B,A,A,B,A,B,55.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,28,D,B,C,B,D,D,A,D,A,E,F,D,D,C,E,A,E,A,A,E,B,A,B,44.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,29,C,B,C,A,D,D,A,D,A,B,D,B,C,B,A,A,A,B,A,A,A,A,B,68.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,29,D,B,C,E,D,D,A,D,A,D,D,B,E,B,A,A,A,B,A,A,B,A,B,9.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,B,A,B,A,D,D,A,D,A,D,D,A,A,A,A,A,E,B,C,D,A,A,B,70.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,A,B,C,B,D,D,A,D,A,E,D,B,C,A,A,A,A,A,A,D,A,A,C,45.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,26,C,B,C,A,D,D,A,D,A,E,F,B,D,E,D,A,A,B,A,A,B,A,B,50.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,D,C,C,A,D,E,A,D,A,E,D,B,D,D,D,A,A,A,A,A,B,A,B,33.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,A,B,A,C,C,A,A,A,C,E,B,E,E,A,A,A,A,A,A,B,A,B,54.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,C,A,C,D,A,A,A,E,E,B,D,E,A,G,A,B,A,A,B,A,B,65.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,C,A,C,B,B,C,A,A,A,C,D,B,D,B,D,A,A,B,A,D,A,A,B,64.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,B,A,C,C,D,D,A,D,A,D,D,B,B,C,A,A,A,B,A,A,B,A,B,35.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,C,C,C,E,D,D,A,A,A,D,F,B,D,D,A,A,A,C,B,A,E,A,B,45.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,28,C,B,D,C,C,C,A,D,A,B,D,B,C,C,E,A,A,B,A,D,A,A,B,37.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,B,D,D,B,B,C,A,A,A,D,D,B,C,E,E,A,A,C,A,A,B,A,B,42.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,A,B,C,D,A,E,A,B,A,D,D,B,H,B,A,A,A,B,A,B,A,B,A,40.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,B,B,D,E,D,D,A,A,A,E,E,B,D,E,A,A,E,C,B,A,B,A,B,47.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,27,B,B,C,A,C,B,E,A,A,A,D,C,C,C,A,A,A,B,A,A,E,A,B,28.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,C,C,B,B,D,C,A,A,A,D,D,B,C,C,A,A,E,E,B,A,B,A,C,53.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,C,A,A,B,D,C,A,A,A,F,F,B,C,F,A,A,A,E,B,A,B,A,B,31.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,29,C,B,B,E,D,D,A,A,A,D,D,B,D,E,E,A,A,E,A,A,A,A,F,62.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,D,C,B,D,D,A,A,A,C,C,B,B,A,A,A,A,C,B,C,A,A,C,48.0
548,UNIVERSIDADE FEDERAL DO MARANHÃO (UFMA),1,11452,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,30,D,C,D,C,D,E,A,D,A,C,D,B,F,D,E,A,A,A,A,D,A,A,F,28.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,D,A,D,A,B,D,A,D,A,D,F,B,E,D,C,E,A,A,A,D,A,B,B,44.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,26,C,A,B,B,D,D,A,D,A,B,B,B,G,B,A,C,A,A,A,C,A,A,B,27.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,28,C,B,D,B,B,C,A,D,A,D,E,B,D,B,B,G,A,A,A,A,B,A,B,31.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,B,A,B,E,D,B,B,D,A,D,D,C,E,D,E,E,A,A,A,A,A,A,C,8.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,26,C,B,C,B,C,D,A,D,A,B,C,B,H,C,E,E,A,A,A,A,A,A,F,22.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,27,C,A,B,B,C,C,E,D,A,D,D,C,C,B,E,E,A,A,A,A,A,A,F,38.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,31,C,B,B,D,B,C,B,A,A,D,C,C,C,B,E,E,A,A,A,C,A,A,B,17.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,26,B,B,C,B,D,D,A,D,A,B,D,D,C,B,A,E,A,A,A,A,A,A,B,24.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,C,B,D,A,C,C,A,A,A,F,D,B,C,A,E,E,A,A,A,A,A,A,G,20.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,B,A,C,D,A,D,A,C,D,B,D,A,A,E,A,A,A,A,A,A,B,20.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,C,C,B,B,C,A,B,A,D,D,B,C,A,A,E,A,D,E,A,B,A,D,28.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,32,C,B,C,E,D,D,A,D,A,D,C,B,F,B,E,C,A,F,A,D,A,A,C,25.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,C,C,D,B,C,A,D,A,D,D,B,F,E,E,C,A,A,A,D,A,A,B,39.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,C,C,B,B,C,A,D,A,C,D,B,E,A,B,E,A,A,A,A,B,A,B,42.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,B,D,B,B,E,A,D,A,B,E,B,B,A,A,E,A,A,A,A,A,A,B,31.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,B,D,C,A,C,C,A,D,A,D,C,A,H,A,A,E,A,A,A,A,E,E,A,35.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,C,B,B,D,A,A,A,E,E,B,D,A,A,E,A,A,A,A,B,A,B,29.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,46,D,C,C,B,B,E,A,C,A,C,D,C,E,B,E,E,A,A,A,A,D,B,F,25.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,26,C,B,D,B,B,D,A,D,A,E,E,B,H,A,A,E,A,A,A,D,A,A,C,35.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,24,B,B,D,B,B,E,A,D,A,A,E,D,G,A,A,C,A,A,A,D,A,A,B,25.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,B,B,B,A,D,D,A,D,A,B,B,B,F,A,A,C,A,A,A,A,A,A,B,40.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,A,C,A,D,D,A,A,A,F,D,B,D,C,A,E,A,A,A,A,B,A,B,32.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,D,C,D,B,B,A,A,A,D,D,B,E,E,E,E,A,A,A,A,A,A,A,34.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,B,C,B,D,D,A,D,A,B,E,B,E,B,D,C,A,A,A,A,A,A,B,46.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,D,C,D,B,C,D,A,D,A,D,C,B,C,C,A,C,A,A,A,A,A,B,B,45.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,C,A,D,B,B,C,A,A,A,D,D,B,D,B,A,E,A,A,A,A,B,A,A,23.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,B,E,E,B,A,D,A,C,F,A,A,A,A,E,A,A,A,A,A,A,B,40.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,32,C,A,B,E,D,D,A,D,A,B,D,B,C,A,E,E,A,A,A,A,A,A,B,39.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,D,B,D,B,C,C,A,D,A,D,C,B,E,A,A,C,A,A,A,C,A,A,A,40.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,D,A,D,A,B,D,A,D,A,C,F,B,D,A,A,C,A,A,A,E,A,A,B,35.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,20,B,B,C,B,D,D,A,A,A,D,D,B,C,A,A,E,A,A,A,A,B,A,B,47.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,C,C,A,B,C,A,A,A,D,D,B,C,A,A,C,A,A,A,D,B,A,B,48.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,22,D,D,D,B,B,D,A,B,B,D,C,B,H,B,A,C,A,A,A,C,A,A,B,35.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,B,B,D,B,B,D,A,A,A,D,E,B,C,A,A,C,A,A,A,D,A,A,B,42.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,D,C,C,B,C,E,A,D,A,D,B,B,C,A,A,C,A,A,A,C,A,A,B,48.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,C,B,C,D,A,D,A,D,C,B,D,B,A,C,A,A,A,D,A,B,B,50.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,B,C,A,B,C,A,A,A,E,D,B,D,B,A,E,A,A,A,A,A,A,A,42.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,D,B,B,A,B,D,A,A,A,D,E,B,C,A,E,E,A,A,A,A,B,A,B,43.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,29,E,C,B,C,B,E,A,D,A,B,D,C,C,A,E,E,A,A,A,A,A,A,B,23.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,D,B,C,A,D,E,A,A,A,D,D,B,E,B,A,C,A,A,A,A,E,A,B,45.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,C,B,B,C,D,D,A,B,A,B,D,B,C,B,D,C,A,A,A,A,A,A,B,33.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,D,D,D,C,C,C,B,D,A,D,D,C,C,A,D,E,A,A,A,A,A,A,A,28.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,39,A,D,D,B,A,D,B,A,A,C,D,C,F,C,D,E,A,A,A,A,A,B,B,42.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,34,C,D,C,B,D,D,B,A,A,D,E,C,C,A,A,E,A,A,A,A,D,A,A,33.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,E,B,C,B,D,E,A,D,B,D,D,B,D,B,A,E,A,A,A,A,A,A,B,41.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,26,D,B,C,A,D,E,E,D,A,C,C,C,B,C,E,C,A,A,A,A,D,B,C,36.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,30,C,A,C,B,C,D,E,D,A,A,C,B,E,C,E,C,A,A,A,D,A,A,A,38.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,B,B,D,A,B,C,A,A,A,B,D,B,B,A,A,C,A,A,A,E,A,A,C,39.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,C,B,D,D,A,A,A,D,C,B,C,A,A,E,A,A,A,A,A,A,B,35.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,E,D,B,B,D,A,D,A,D,C,B,D,B,D,E,A,A,A,A,A,A,B,38.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,A,C,B,D,D,A,A,A,F,E,B,D,F,A,B,A,A,A,A,B,A,B,34.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,A,C,B,B,C,A,A,A,D,E,B,E,C,E,E,A,A,A,A,B,A,B,48.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,C,B,B,D,A,D,A,D,B,B,G,A,A,E,A,A,A,A,A,A,F,49.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,A,B,B,B,B,C,A,D,A,D,D,B,D,B,E,E,A,A,A,A,A,A,B,26.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,25,D,B,C,B,C,D,A,D,A,B,B,C,C,A,C,C,F,A,A,D,A,A,A,55.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,C,B,C,B,C,D,A,A,A,A,D,C,C,A,E,C,A,A,A,A,A,D,B,38.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,C,B,D,B,B,D,A,B,A,E,D,B,C,A,A,E,A,A,A,A,A,A,B,36.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,C,A,D,C,A,A,A,D,D,B,F,C,B,E,A,A,A,A,B,A,B,30.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,C,A,B,B,A,A,A,D,D,B,E,A,A,E,A,A,A,A,B,A,B,34.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,33,C,A,B,E,D,D,E,D,A,C,D,C,E,C,E,E,A,A,A,A,A,A,A,46.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,B,A,C,D,A,D,A,D,F,D,A,C,A,C,A,A,A,E,A,A,B,41.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,B,B,C,B,C,C,A,D,A,D,D,B,D,C,A,E,A,A,A,A,A,A,B,51.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,D,D,C,D,A,A,A,D,D,B,G,C,C,C,A,A,A,A,B,A,F,30.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,C,B,C,C,D,A,D,A,D,C,D,B,C,A,E,A,A,A,E,D,A,B,33.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,20,C,B,D,A,B,C,A,D,A,D,E,A,A,B,E,C,A,A,A,A,B,A,B,55.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,32,D,B,D,A,C,D,A,D,A,D,D,B,C,A,E,C,A,A,A,C,A,A,F,45.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,35,D,B,C,B,C,E,C,D,A,B,B,B,F,B,E,C,A,A,A,A,A,A,A,51.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,C,A,D,D,A,B,A,C,E,B,E,A,A,C,A,A,A,D,A,A,B,34.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,B,D,B,B,D,A,D,A,D,D,B,C,A,A,E,A,A,A,A,A,A,B,36.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,21,C,A,C,B,C,C,A,A,A,E,D,B,C,C,A,B,A,A,A,A,B,A,B,43.0
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,4,107920,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,32,C,A,C,A,C,D,B,B,A,C,C,B,G,D,E,E,A,A,A,A,A,A,B,33.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,F,24,C,B,C,B,D,B,A,D,A,C,D,B,D,C,A,A,C,A,A,A,E,A,B,24.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,26,A,B,C,B,D,C,A,C,A,E,D,B,F,C,A,A,A,B,B,D,A,B,B,33.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,28,A,B,D,A,A,D,A,D,A,B,D,B,D,E,E,A,A,A,A,A,A,A,B,32.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,23,A,B,C,A,C,D,B,D,A,C,C,C,B,C,D,A,F,A,A,E,A,B,B,33.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,22,C,B,A,B,C,B,A,F,A,F,E,B,F,G,B,A,A,D,A,A,E,A,B,16.0
600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO (IFMA)",1,1166783,CIÊNCIA DA COMPUTAÇÃO,São Luís,MA,M,24,A,A,C,A,D,E,A,A,A,D,C,A,A,A,A,A,D,D,A,E,A,A,D,56.0
