CO_IES,Instituicao,CO_CATEGAD,CO_CURSO,NO_CURSO,Municipio,UF,TP_SEXO,NU_IDADE,QE_I01,QE_I02,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,NT_GER
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,A,F,F,B,C,E,B,A,A,A,B,A,A,B,A,B,A,A,B,D,A,C,A,33.2
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,A,F,E,B,B,F,C,E,A,A,A,A,A,B,A,B,C,A,A,C,E,A,F,49.2
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,B,C,F,B,D,C,C,C,A,A,B,A,A,B,A,B,H,A,B,E,E,C,A,45.4
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,A,E,C,B,D,C,B,A,A,A,E,A,A,B,A,B,C,A,A,C,E,A,F,57.3
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,A,B,C,B,D,D,D,E,A,A,B,A,A,B,A,B,A,A,B,B,E,A,F,62.1
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,C,D,B,D,D,C,D,A,A,B,B,A,B,A,B,A,A,C,B,E,E,A,44.9
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,A,E,E,B,E,B,B,A,A,A,B,A,A,A,A,B,A,A,C,B,A,A,F,37.1
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,,,,,,,,,,,,,,,,,,,,,,,,,
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,D,B,B,D,B,A,A,A,A,B,A,A,A,A,A,G,A,B,D,A,C,A,57.5
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,D,D,F,B,H,E,D,A,A,A,D,A,A,B,A,B,A,A,D,C,E,H,F,65.9
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,D,E,F,B,D,E,B,A,A,A,E,A,A,B,A,B,C,A,C,C,A,H,F,60.9
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,41,B,D,D,C,C,D,C,F,E,A,A,A,A,A,B,A,B,B,A,B,C,E,E,A,29.9
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,A,A,D,D,B,D,C,C,E,A,A,E,B,A,B,A,B,C,A,B,C,E,H,A,25.4
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,A,C,D,B,C,D,C,A,A,A,B,A,A,B,A,B,C,A,A,E,E,E,C,56.1
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,A,E,E,B,C,C,C,D,G,A,B,A,A,B,A,B,B,A,B,B,A,A,A,61.2
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,A,D,C,F,B,B,C,C,E,A,A,B,A,A,B,A,B,G,A,B,B,A,E,A,36.3
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,E,D,B,C,F,C,D,A,A,C,A,A,B,A,A,C,A,C,C,A,E,F,65.1
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,D,D,E,B,B,D,C,D,A,A,D,A,A,B,A,B,A,A,C,E,E,C,A,26.6
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,D,F,F,B,D,E,C,B,A,A,F,A,A,B,A,B,G,A,C,B,A,H,A,57.1
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,D,D,E,B,D,D,C,A,A,A,A,A,A,B,A,B,J,A,B,B,E,E,A,
29,UNIVERSIDADE ESTADUAL DO CEARÁ (UECE),2,2209,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,B,D,E,B,B,C,B,A,A,F,A,A,A,A,A,B,A,A,A,B,A,E,A,51.9
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,28,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,34,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,D,C,F,B,F,C,C,E,B,A,A,A,A,B,A,B,C,A,B,B,E,E,F,23.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,31,C,B,F,E,B,D,F,D,E,A,A,A,A,A,B,A,A,B,A,A,B,D,A,I,16.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,36,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,33,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,B,D,B,D,C,C,C,C,E,E,A,A,A,A,A,A,B,C,B,B,E,E,E,I,32.5
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,A,D,E,B,D,F,C,A,B,A,A,A,A,B,A,F,G,A,B,B,E,C,F,48.1
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,A,B,C,B,E,E,D,E,E,A,A,A,A,A,A,B,G,B,B,B,E,E,F,34.6
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,22,A,D,E,D,B,E,E,B,A,E,A,A,A,A,B,A,A,A,A,C,C,A,E,F,29.2
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,A,E,E,A,A,F,C,A,B,A,A,A,A,B,A,B,A,A,A,D,E,E,F,50.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,D,D,E,B,D,F,C,A,B,A,B,A,A,B,A,B,H,A,B,C,A,B,F,68.1
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,22,A,D,E,D,B,E,F,B,A,E,A,A,A,A,B,A,B,A,A,B,B,E,A,F,23.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,23,A,A,C,F,B,C,E,B,A,B,A,B,B,A,B,A,B,A,A,C,D,A,C,F,54.6
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,D,E,D,B,G,F,C,D,B,A,A,B,A,B,A,B,K,A,C,D,E,E,F,37.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,D,E,F,B,D,E,D,E,B,A,B,B,A,B,A,B,C,A,A,C,E,E,H,47.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,A,B,D,E,B,B,B,B,A,B,A,A,A,A,B,A,B,C,A,B,D,A,H,G,43.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,D,B,C,B,D,D,B,A,B,A,A,A,A,B,A,D,I,A,C,B,E,E,G,58.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,A,F,D,F,A,A,E,D,E,B,A,A,A,A,B,A,B,C,A,E,E,E,A,F,34.1
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,D,F,F,B,B,C,C,A,E,A,B,A,A,B,A,B,C,A,A,C,A,E,F,52.5
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,D,E,E,B,C,E,B,A,B,A,A,A,A,B,A,A,K,A,B,E,C,C,F,47.2
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,D,C,C,A,A,A,C,E,E,A,A,A,A,B,A,A,G,A,A,B,E,A,F,35.1
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,D,C,D,A,A,E,F,E,E,A,A,A,A,A,A,B,A,A,B,B,A,E,F,40.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,D,E,D,B,D,G,C,D,B,A,A,A,A,B,A,B,A,A,A,A,E,B,I,30.3
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,A,E,E,B,D,C,C,C,B,A,A,A,A,B,A,C,A,A,B,B,A,E,E,29.3
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,B,A,F,D,C,B,E,F,E,B,A,A,A,A,B,A,B,B,A,A,A,A,E,E,29.9
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,40,B,A,D,D,C,B,C,E,E,B,A,A,A,A,B,A,B,C,A,C,B,A,E,F,23.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,23,A,D,B,D,B,E,E,B,A,B,A,B,A,A,B,A,B,A,A,C,C,E,A,F,42.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,B,D,D,B,D,E,D,E,B,A,A,A,A,B,A,B,K,B,A,D,E,H,F,22.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,26,A,A,E,D,B,C,G,C,E,E,A,A,A,A,B,A,B,C,A,B,B,E,B,F,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,A,F,F,B,D,F,C,D,B,A,B,A,A,B,A,B,C,A,C,C,A,A,F,50.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,A,E,E,B,B,F,B,A,G,A,B,B,A,B,A,B,G,A,C,C,E,E,C,80.6
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,A,B,D,B,D,B,C,A,B,A,B,A,A,B,A,D,A,B,A,D,E,E,F,30.9
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,D,E,E,B,D,F,B,C,B,A,A,A,A,B,A,B,G,A,C,B,C,E,F,40.2
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,C,D,B,D,C,C,E,E,A,A,A,A,B,A,B,C,B,B,D,E,E,A,29.6
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,A,E,D,B,C,E,C,C,B,A,B,B,A,B,A,A,C,A,A,A,E,E,C,73.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,A,C,E,B,B,A,C,B,E,A,B,A,A,A,A,A,H,B,C,E,D,C,I,69.1
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,C,F,B,C,F,C,D,H,A,B,A,A,B,A,B,G,A,B,C,E,H,F,53.5
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,23,A,F,E,E,B,E,D,B,A,B,A,B,A,A,B,A,B,C,A,B,C,A,E,F,52.9
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,D,B,E,B,D,D,B,A,B,A,A,A,C,B,A,B,C,A,B,D,A,E,F,42.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,D,F,F,B,E,C,D,E,E,A,A,A,A,B,A,B,C,A,B,B,C,E,F,31.5
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,32,A,F,E,D,B,E,E,B,A,B,A,B,A,A,B,A,B,A,A,B,C,A,E,F,53.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,32,A,D,E,D,B,D,F,C,E,B,A,A,A,A,B,D,B,C,A,C,D,E,E,G,43.1
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,F,E,E,B,B,C,B,A,B,A,A,A,A,B,A,B,C,A,A,B,E,A,I,51.5
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,A,C,E,E,B,G,E,C,E,E,A,A,A,A,B,A,B,C,A,A,C,E,B,C,40.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,A,A,F,E,B,D,E,B,B,B,A,A,A,A,B,A,B,A,A,D,B,E,E,C,50.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,A,E,E,B,E,E,D,D,B,C,A,A,A,B,A,B,A,A,A,B,E,C,I,37.6
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,36,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,33,B,D,D,F,C,D,C,C,E,B,A,A,A,A,B,A,B,C,A,B,D,E,E,D,50.6
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,32,A,A,D,D,B,D,E,C,E,B,A,A,A,A,B,A,B,C,A,B,D,E,A,F,17.9
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,A,D,D,F,A,A,E,D,E,B,A,A,A,A,B,A,B,A,A,C,B,E,E,F,36.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,B,A,E,E,C,A,D,F,E,B,A,A,A,A,B,A,B,C,A,A,B,E,E,F,40.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,36,A,C,E,C,B,C,F,E,E,E,A,D,A,A,A,B,B,C,B,B,B,E,C,F,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,B,C,A,F,C,B,C,F,E,E,A,A,A,A,A,A,F,A,A,B,B,E,E,G,27.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,A,D,D,E,B,D,E,D,E,B,A,A,A,A,B,A,B,B,A,C,B,E,E,F,32.3
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,E,E,B,D,F,D,E,B,A,A,A,A,B,A,B,G,A,A,C,E,E,F,34.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,F,D,E,A,A,D,C,E,I,A,A,A,A,B,A,B,C,A,A,B,E,E,C,19.4
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,39,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,31,B,C,E,C,C,E,C,F,E,B,A,A,A,A,A,A,B,C,A,B,B,E,A,F,57.5
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,A,B,D,C,B,E,C,C,E,B,A,B,A,A,A,A,B,C,A,A,B,A,A,F,26.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,D,F,F,B,C,G,D,E,B,A,B,A,A,B,A,A,A,A,B,B,E,E,F,44.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,26,A,A,D,D,B,D,C,C,E,E,A,A,A,A,B,A,B,H,A,C,B,A,A,E,19.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,37,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,24,A,A,D,F,B,D,D,C,C,B,A,A,A,A,B,A,B,C,A,B,B,E,A,C,43.3
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,B,A,B,B,C,D,B,C,E,I,A,A,A,A,B,A,B,C,A,A,B,E,E,C,51.7
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,28,,,,,,,,,,,,,,,,,,,,,,,,,
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,A,D,E,B,B,E,C,E,H,A,A,A,A,B,A,A,B,A,A,A,E,A,G,51.8
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,A,E,E,B,H,F,C,E,B,A,B,B,A,B,A,B,A,A,D,B,E,E,F,57.2
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,31,A,D,E,D,B,D,E,D,E,F,A,A,A,A,B,A,B,C,A,B,B,A,A,C,44.0
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,F,31,A,D,F,E,B,H,E,D,E,E,A,A,A,A,B,A,B,A,A,B,A,A,A,F,37.6
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,39,B,A,E,E,C,B,F,D,E,B,A,A,A,A,B,A,B,A,A,B,A,E,A,E,28.9
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,D,E,F,B,D,F,B,A,B,A,A,A,A,B,A,B,A,A,C,C,E,E,F,53.1
555,UNIVERSIDADE DE FORTALEZA (UNIFOR),5,11730,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,33,B,D,D,D,C,B,F,D,E,B,A,A,A,A,B,A,B,C,A,B,B,A,E,F,55.8
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,29,A,A,E,D,B,D,C,B,A,A,A,B,B,A,B,A,A,C,A,C,C,A,A,F,49.4
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,D,E,E,B,E,F,C,D,A,A,B,A,A,B,A,B,C,A,C,C,E,C,F,78.0
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,26,A,A,D,D,B,C,C,B,A,A,A,B,A,A,B,A,A,A,A,C,D,E,E,F,67.1
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,D,F,F,B,D,C,C,C,A,A,B,A,A,B,A,A,B,A,B,D,E,E,F,58.8
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,F,D,E,B,G,C,B,A,A,A,B,A,D,A,A,A,A,A,C,C,D,E,F,62.8
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,D,F,D,B,C,D,E,D,A,A,E,B,A,B,A,B,H,A,E,A,A,E,F,
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,D,D,F,B,E,E,C,A,A,A,B,A,A,B,A,B,C,A,A,C,C,H,F,66.4
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,25,A,A,D,D,B,D,F,C,D,A,A,B,B,A,B,A,B,A,B,C,B,E,E,F,54.5
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,21,A,F,D,F,B,C,C,B,A,A,A,E,A,A,B,A,B,H,A,C,B,E,E,A,64.2
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,D,E,E,B,D,E,B,C,A,A,E,A,A,B,A,B,C,A,B,C,A,E,F,37.7
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,A,B,B,B,D,B,C,D,A,A,B,A,A,B,A,A,G,A,A,B,A,H,A,69.1
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,27,A,D,C,D,B,C,B,B,A,A,A,A,A,A,B,A,B,B,B,E,B,B,A,A,61.4
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,D,D,D,B,C,B,C,A,H,A,C,A,A,E,A,B,D,A,B,C,A,A,A,55.7
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,D,E,E,B,F,F,B,A,A,A,B,B,D,A,B,B,C,A,C,D,E,E,A,68.3
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,22,A,A,E,D,B,D,E,C,C,A,A,B,A,A,B,A,B,C,A,B,C,E,A,F,55.6
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,23,A,A,D,D,B,E,B,B,A,A,A,B,A,A,B,A,B,C,A,B,D,E,E,F,70.5
583,UNIVERSIDADE FEDERAL DO CEARÁ (UFC),1,13980,CIÊNCIA DA COMPUTAÇÃO,Fortaleza,CE,M,24,A,C,E,E,B,D,C,B,A,A,A,B,B,A,B,A,B,K,A,A,B,A,A,A,41.9
