index,NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81,NO_CURSO,Instituicao,Sigla,Municipio,UF
5287,2017,95,2,10028,4004,18584,1,2312908,23,2,23,M,2011.0,2014.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCBBCEEE,11111100.0,AABCEBEEADEDACBECCDDBCDBECD,100100011111910199010001000,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,555.0,47.8,53.4,75.0,21.0,0.0,0.0,0.0,42.0,30.0,45.0,45.9,45.8,46.7,40.0,0.0,100.0,E,E,C,B,B,D,B,D,B,A,A,A,E,D,B,E,D,B,B,A,A,A,A,A,23.0,A,A,B,B,A,B,C,E,H,A,5.0,4.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5288,2017,95,2,10028,4004,18584,1,2312908,23,2,21,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CDABCEBD,10011101.0,ABEDBBCDADDDBCEECCBDACAEDBD,101010001101910199110000100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,555.0,44.8,53.5,62.5,40.0,34.0,50.0,30.0,46.0,50.0,45.0,41.9,45.8,20.0,0.0,0.0,60.0,C,D,C,D,B,C,B,D,C,A,D,A,B,D,D,A,B,A,A,A,A,F,A,A,23.0,A,A,D,A,B,B,C,A,A,F,5.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,2.0,1.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,7.0,5.0,5.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5289,2017,95,2,10028,4004,18584,1,2312908,23,2,26,M,2009.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DCCBCEAE,1011110.0,CDECABBDABCCCDADADBDBEEBBDE,001100001000901099110011001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,36.3,49.5,62.5,30.0,54.0,50.0,55.0,6.0,30.0,0.0,31.9,37.5,0.0,0.0,0.0,0.0,C,D,C,C,B,B,B,C,B,A,D,A,C,E,B,C,B,B,B,A,A,A,A,A,23.0,B,A,B,A,A,A,B,E,A,A,5.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5290,2017,95,2,10028,4004,18584,1,2312908,23,2,27,M,2008.0,2010.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,ECBEBEDE,1100100.0,BBACBACEADBEBEADDCBDCDECCBE,000110011100901099110010001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,37.8,44.9,37.5,56.0,62.0,50.0,65.0,50.0,50.0,50.0,35.4,41.7,0.0,0.0,0.0,0.0,D,C,C,B,B,B,D,A,D,A,A,A,A,B,D,A,A,E,E,A,C,A,A,A,23.0,A,A,B,C,A,C,C,D,E,A,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,2.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,3.0,3.0,1.0,1.0,6.0,4.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5291,2017,95,2,10028,4004,18584,1,2312908,23,2,22,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DDCBEEBC,10100.0,ACDBBCEDBDEDAACDABEEDBBEDCA,110011000111900099000100100,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,555.0,33.3,30.0,25.0,37.5,0.0,0.0,0.0,75.0,75.0,75.0,34.4,37.5,16.7,30.0,0.0,20.0,C,D,C,B,A,B,E,D,C,A,D,A,B,F,D,A,C,B,A,A,A,A,A,A,23.0,A,B,B,A,A,B,D,E,E,A,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5292,2017,95,2,10028,4004,18584,1,2312908,23,2,25,M,2010.0,2011.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,BCDEBEBD,1000101.0,DAEEDCEEAEEDCCDAAECEBEABCAB,001001011011910099000001010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,36.6,37.1,37.5,36.5,43.0,55.0,40.0,30.0,50.0,25.0,36.4,37.5,30.0,30.0,60.0,0.0,C,D,C,A,B,C,B,A,D,A,D,A,D,C,B,E,A,E,E,A,A,A,A,A,23.0,A,B,B,A,A,C,D,D,C,A,6.0,6.0,4.0,4.0,6.0,6.0,5.0,3.0,3.0,6.0,6.0,6.0,6.0,3.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,6.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5293,2017,95,2,10028,4004,18584,1,2312908,23,2,22,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,ACDBEEEC,1010100.0,DBEADBBCACBDDDEBAABDDBCCCEE,001000001001900099110100001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,32.8,37.9,37.5,38.5,51.0,75.0,45.0,26.0,30.0,25.0,31.1,29.2,41.7,40.0,65.0,20.0,C,C,C,A,A,B,E,D,D,A,D,A,D,E,D,D,B,B,A,A,B,D,A,A,23.0,A,A,B,C,A,D,D,E,E,I,4.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,1.0,1.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5294,2017,95,2,10028,4004,18584,1,2312908,23,2,30,M,2004.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCBBCABD,11111001.0,DABAEDEDABEDBCADCABECBEBBAD,000000001011911099100111010,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,51.4,70.0,75.0,62.5,50.0,70.0,45.0,75.0,75.0,75.0,45.2,41.7,65.0,70.0,55.0,70.0,D,D,A,B,B,C,B,D,D,A,A,A,D,D,E,A,A,B,A,A,A,A,A,A,23.0,B,A,B,C,B,B,C,E,A,A,5.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,6.0,1.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,8.0,4.0,7.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5295,2017,95,2,10028,4004,18584,1,2312908,23,2,24,M,2010.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,BECDDCAD,11.0,AEADDDDEDCCDDCBDCCCBADADDED,100000110001910099000000100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,28.0,40.4,25.0,63.5,78.0,70.0,80.0,49.0,45.0,50.0,23.8,25.0,16.7,0.0,50.0,0.0,C,D,B,B,A,C,B,C,C,B,D,A,F,E,C,C,A,B,A,A,A,A,A,A,23.0,A,A,B,C,A,C,A,A,E,A,3.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,6.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5296,2017,95,2,10028,4004,18584,1,2312908,23,2,22,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCABCECE,11011100.0,DABEBDEEAEEDDCEE.CBEEDEEBAE,000010011011910199101010011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,51.7,58.1,62.5,51.5,36.0,60.0,30.0,67.0,55.0,70.0,49.5,50.0,46.7,40.0,0.0,100.0,D,C,A,C,B,B,D,D,E,A,D,A,A,B,D,A,B,B,A,A,A,A,A,A,23.0,A,B,B,K,B,A,C,E,C,A,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,1.0,1.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,4.0,6.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5297,2017,95,2,10028,4004,18584,1,2312908,23,2,31,F,2003.0,2009.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,ECABEDCD,1010001.0,BAACBDADAADCBBCEBEDDAACBCDB,000110001000900199010001000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,29.4,50.7,37.5,70.5,66.0,70.0,65.0,75.0,75.0,75.0,22.3,25.0,6.7,0.0,0.0,20.0,C,E,A,B,D,C,B,A,E,B,A,A,C,E,C,B,C,D,D,A,A,A,A,A,23.0,A,A,B,C,A,A,E,E,A,A,4.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,8.0,2.0,3.0,3.0,3.0,4.0,8.0,8.0,8.0,6.0,6.0,4.0,4.0,6.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5298,2017,95,2,10028,4004,18584,1,2312908,23,2,24,M,2012.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DCABEECD,1010101.0,AAEABCEEACBDBEDBECBDDDAEEEC,101011011001900099110000000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,333.0,40.1,60.2,50.0,75.5,79.0,75.0,80.0,72.0,80.0,70.0,33.4,37.5,10.0,30.0,0.0,0.0,,,,,,,,,,A,A,A,C,D,D,D,A,C,B,A,F,C,A,A,23.0,B,A,A,C,A,B,E,A,E,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,6.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5299,2017,95,2,10028,4004,18584,1,2312908,23,2,22,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,ACBBCECD,1111101.0,AAECABBEBDEDCCAECBDDCDECDAD,101100010111911199010010110,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,61.5,70.0,75.0,62.5,77.0,65.0,80.0,48.0,60.0,45.0,58.6,58.3,60.0,70.0,60.0,50.0,C,C,C,B,B,C,A,D,D,A,A,A,D,C,B,F,F,B,A,A,A,A,A,A,23.0,A,B,B,A,B,C,B,E,E,G,5.0,5.0,5.0,4.0,5.0,6.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,6.0,7.0,7.0,4.0,4.0,5.0,4.0,7.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5300,2017,95,2,10028,4004,18584,1,2312908,23,2,22,M,2011.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCCACEEE,11001100.0,AADACDEEADBDDCBECCADDBACCCB,100000011101910199010100000,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,40.6,66.8,50.0,92.0,93.0,65.0,100.0,91.0,55.0,100.0,31.9,37.5,0.0,0.0,0.0,0.0,C,E,C,B,C,C,B,B,C,A,B,A,C,F,B,E,B,C,C,A,A,F,A,A,23.0,B,A,F,C,A,B,C,E,H,A,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,7.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5301,2017,95,2,10028,4004,18584,1,2312908,23,2,23,M,2011.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DCBBCEAB,1111110.0,DEECABBEADEEACCCCEBDBACCCAE,001100011110910099110000011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,336.0,555.0,336.0,47.3,66.4,75.0,53.5,52.0,80.0,45.0,55.0,75.0,50.0,40.9,45.8,13.3,0.0,40.0,0.0,C,D,C,A,C,C,D,C,C,A,A,A,D,F,D,A,D,E,E,A,D,F,A,A,23.0,A,A,G,C,A,A,B,A,E,I,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,2.0,6.0,6.0,6.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5302,2017,95,2,10028,4004,18584,1,2312908,23,2,22,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,BCCBCEAE,1011110.0,DEEECCDEAACDDCEECABCDEBCDBD,001001111001910199100000100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,52.1,66.9,62.5,73.5,74.0,70.0,75.0,73.0,65.0,75.0,47.2,41.7,78.3,70.0,65.0,100.0,A,A,C,C,A,A,A,D,E,A,D,A,C,B,D,A,A,B,A,A,E,F,A,A,23.0,A,A,B,C,A,B,C,A,E,G,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,7.0,5.0,5.0,5.0,8.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,3.0,2.0,5.0,6.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5303,2017,95,2,10028,4004,18584,1,2312908,23,2,22,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DABBAEAD,110111.0,DCEDECDEABCDCCDCDCECABBBB*D,011001111001910099000101000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,47.4,65.5,62.5,70.0,67.0,95.0,60.0,73.0,65.0,75.0,41.4,41.7,40.0,30.0,90.0,0.0,D,D,C,B,B,B,B,D,D,A,D,A,C,B,B,D,A,B,A,A,A,A,A,A,23.0,A,A,F,G,B,A,D,E,A,A,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,8.0,5.0,3.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5304,2017,95,2,10028,4004,18584,1,2312908,23,2,25,M,2009.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,,,,,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5305,2017,95,2,10028,4004,18584,1,2312908,23,2,23,M,2012.0,2013.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CEBDDACE,10100000.0,AEEABCDEADAEDCBCCEBDEBEADCB,101011111100910099111110100,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,43.6,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,62.5,0.0,0.0,0.0,0.0,C,C,E,E,E,D,A,B,C,A,A,A,B,B,B,E,A,C,A,A,A,A,A,C,23.0,A,B,A,B,B,A,C,E,E,A,6.0,5.0,4.0,1.0,5.0,6.0,6.0,6.0,4.0,6.0,2.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,8.0,8.0,1.0,1.0,4.0,5.0,3.0,5.0,6.0,4.0,6.0,5.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5306,2017,95,2,10028,4004,18584,1,2312908,23,2,24,M,2011.0,2011.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,ACCBCEBD,1011101.0,AAEAADACABEDECEDECBDDBEBDCE,101000001011910099110111101,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,60.2,68.9,62.5,78.5,95.0,75.0,100.0,62.0,30.0,70.0,57.3,54.2,75.0,70.0,55.0,100.0,D,C,C,B,B,C,B,D,D,A,A,A,B,B,A,A,B,B,A,A,A,F,A,A,23.0,A,A,F,B,A,C,C,A,H,E,5.0,3.0,3.0,2.0,6.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,6.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,7.0,8.0,7.0,3.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
5307,2017,95,2,10028,4004,18584,1,2312908,23,2,24,M,2009.0,2012.0,3.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,BDBCAEBC,100100.0,DBACBBBEADBDBECDACCCBCEAEBB,000110011101900099000010000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,32.1,43.6,25.0,71.5,73.0,65.0,75.0,70.0,70.0,70.0,28.3,29.2,23.3,40.0,0.0,30.0,D,D,C,D,D,D,B,B,B,A,A,A,C,D,A,E,D,E,E,A,A,A,A,A,23.0,E,A,A,A,B,A,B,A,A,A,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ (UVA),UVA,Sobral,CE
