NU_ANO,CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_CURSO,CO_MODALIDADE,CO_MUNIC_CURSO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_EM,ANO_IN_GRAD,CO_TURNO_GRADUACAO,TP_INSCRICAO_ADM,TP_INSCRICAO,NU_ITEM_OFG,NU_ITEM_OFG_Z,NU_ITEM_OFG_X,NU_ITEM_OFG_N,NU_ITEM_OCE,NU_ITEM_OCE_Z,NU_ITEM_OCE_X,NU_ITEM_OCE_N,DS_VT_GAB_OFG_ORIG,DS_VT_GAB_OFG_FIN,DS_VT_GAB_OCE_ORIG,DS_VT_GAB_OCE_FIN,DS_VT_ESC_OFG,DS_VT_ACE_OFG,DS_VT_ESC_OCE,DS_VT_ACE_OCE,TP_PRES,TP_PR_GER,TP_PR_OB_FG,TP_PR_DI_FG,TP_PR_OB_CE,TP_PR_DI_CE,TP_SFG_D1,TP_SFG_D2,TP_SCE_D1,TP_SCE_D2,TP_SCE_D3,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3,CO_RS_I1,CO_RS_I2,CO_RS_I3,CO_RS_I4,CO_RS_I5,CO_RS_I6,CO_RS_I7,CO_RS_I8,CO_RS_I9,QE_I01,QE_I02,QE_I03,QE_I04,QE_I05,QE_I06,QE_I07,QE_I08,QE_I09,QE_I10,QE_I11,QE_I12,QE_I13,QE_I14,QE_I15,QE_I16,QE_I17,QE_I18,QE_I19,QE_I20,QE_I21,QE_I22,QE_I23,QE_I24,QE_I25,QE_I26,QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I69,QE_I70,QE_I71,QE_I72,QE_I73,QE_I74,QE_I75,QE_I76,QE_I77,QE_I78,QE_I79,QE_I80,QE_I81,NO_CURSO,Instituicao,Sigla,Municipio,UF
2017,2564,1,10028,4004,13446,1,2504009,25,2,27,M,2007.0,2014.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,BCBBEEBD,1110101.0,ECEAACEEBCEDBCECECBDEBEADBD,011001010011910099111110100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,555.0,52.4,48.1,62.5,26.5,53.0,65.0,50.0,0.0,0.0,0.0,53.8,54.2,51.7,70.0,65.0,20.0,C,C,C,D,B,B,A,D,B,A,A,A,D,D,B,D,C,B,A,A,A,D,A,A,25.0,A,A,B,C,B,B,C,E,E,F,5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,8.0,8.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,M,2012.0,2014.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCCCCCCC,11001000.0,CAAABCAEAEEBCCDEEBDDBBEBEAA,000011011010910199010111010,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,37.5,22.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,50.0,0.0,0.0,0.0,0.0,D,D,C,B,B,D,D,D,A,A,A,A,D,D,C,C,C,D,C,A,A,F,A,A,25.0,B,A,B,A,A,C,E,E,E,F,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,24,M,2011.0,2012.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCADCECC,11001100.0,ECEABCAEADEBDBAEECCEABEBECE,011011011110901199000111001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,61.3,53.0,50.0,57.5,48.0,40.0,50.0,67.0,55.0,70.0,64.1,58.3,96.7,90.0,100.0,100.0,E,C,C,C,C,C,D,C,C,A,A,A,E,E,D,A,E,C,A,A,D,F,B,A,25.0,A,B,A,E,A,A,D,C,A,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,M,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,EEBACECD,101101.0,AAECBBDEADCDBCBEECEDEBEBDDE,101110111101910199011111101,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,71.0,56.0,50.0,65.0,63.0,75.0,60.0,67.0,55.0,70.0,76.0,75.0,81.7,70.0,75.0,100.0,C,C,C,B,B,C,C,D,C,A,A,A,E,E,B,G,F,E,E,A,A,B,A,A,25.0,B,A,B,G,A,B,E,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,30,M,2004.0,2011.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,ABABBEDD,10101.0,DAEADCDECDCDDCDCEBBDBBDADED,001001110101910099110100100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,49.6,53.9,37.5,78.5,84.0,60.0,90.0,73.0,65.0,75.0,48.2,45.8,61.7,30.0,65.0,90.0,D,C,A,C,B,C,B,D,C,A,D,A,B,D,A,A,B,C,C,A,A,D,B,A,24.0,A,A,A,C,B,B,E,E,A,F,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,3.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,26,M,2008.0,2015.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DCBBCEBD,1111101.0,CAEACDACBCADACEEABBDEDCDEDD,001000000001910199111000000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,39.2,66.6,75.0,54.0,53.0,65.0,50.0,55.0,75.0,50.0,30.1,29.2,35.0,70.0,35.0,0.0,C,C,C,B,A,B,B,D,C,A,A,A,D,D,B,E,B,B,A,A,A,A,A,A,25.0,B,A,A,A,A,B,E,E,H,F,4.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,6.0,6.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,8.0,8.0,3.0,2.0,6.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,21,F,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,ACBBCEAD,1111111.0,AAEBBCAEACEDACACAAECCBABCAE,101011011011911099000101011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,68.4,82.9,87.5,76.0,58.0,70.0,55.0,94.0,70.0,100.0,63.6,58.3,93.3,100.0,80.0,100.0,B,C,C,D,B,C,A,D,D,A,D,A,F,F,B,D,F,C,D,A,A,E,B,A,25.0,B,A,B,C,A,C,D,E,E,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,4.0,2.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,31,M,2003.0,2015.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,AECBEEDD,10101.0,ACECBADDADADCEDCCAEEBDACDDA,111110101101900099000000100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,43.0,57.5,37.5,87.5,85.0,65.0,90.0,90.0,50.0,100.0,38.2,41.7,18.3,30.0,25.0,0.0,C,C,E,B,B,C,D,D,B,A,A,A,D,E,A,A,F,D,E,A,A,F,B,A,25.0,B,A,A,K,A,A,C,E,E,F,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,7.0,7.0,4.0,4.0,2.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,23,F,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCBBCEDC,11111100.0,AEECACDEADEDBCEECCEDEBEBDED,101101111111910199011111100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,77.0,76.2,75.0,78.0,66.0,70.0,65.0,90.0,50.0,100.0,77.3,75.0,90.0,100.0,100.0,70.0,C,C,D,B,B,D,A,D,D,A,D,A,E,F,D,A,E,C,A,A,A,E,B,A,25.0,A,B,B,C,A,B,C,E,C,F,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,5.0,4.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,M,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCBBCEBE,11111100.0,AAECBCCCADCDBCBCEADDEBEBBCE,101111001101910099011111001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,69.0,76.0,75.0,77.5,62.0,70.0,60.0,93.0,65.0,100.0,66.6,62.5,90.0,70.0,100.0,100.0,C,C,D,B,B,C,D,D,B,A,A,A,E,F,B,D,F,C,A,A,A,C,B,A,25.0,B,A,B,H,A,A,B,E,E,F,4.0,5.0,3.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,5.0,6.0,2.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,8.0,8.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,3.0,5.0,5.0,7.0,7.0,5.0,5.0,3.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,23,M,2011.0,2012.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCBBCEAD,11111111.0,ECECBCDEADEDACBECADDEBECEAE,011111111111910199011110011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,80.8,82.8,100.0,57.0,63.0,75.0,60.0,51.0,75.0,45.0,80.1,79.2,85.0,70.0,85.0,100.0,D,D,B,B,B,C,D,D,D,A,A,A,E,E,B,B,A,C,A,A,A,B,B,A,25.0,B,A,A,A,A,A,A,E,E,F,4.0,6.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,7.0,3.0,3.0,2.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,F,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DCCCBCCD,1000001.0,CCEADCCEBAADDDCADAEDCBCACCE,011001010001900099010100001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,37.2,40.4,25.0,63.5,64.0,80.0,60.0,63.0,35.0,70.0,36.1,33.3,51.7,0.0,55.0,100.0,D,D,C,B,B,B,D,D,B,A,A,A,C,D,B,D,B,B,A,A,A,F,A,A,25.0,B,A,G,G,A,A,D,A,C,C,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,1.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,F,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCBBCECC,11111100.0,DDECBCBEACEDACEEAAECEBDBCDE,001111011011910199001101001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,60.6,71.8,75.0,67.0,61.0,65.0,60.0,73.0,65.0,75.0,56.8,58.3,48.3,70.0,55.0,20.0,B,C,C,A,A,C,D,D,D,A,D,A,B,D,E,A,C,D,E,A,E,C,F,A,25.0,A,B,D,C,A,E,B,A,E,F,5.0,6.0,5.0,6.0,5.0,6.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,8.0,3.0,3.0,2.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,F,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DEBBEDDD,110001.0,EAEDBCADADCEBCDEDCADDBAADAB,001011001100910199010100110,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,49.0,51.3,37.5,72.0,72.0,60.0,75.0,72.0,80.0,70.0,48.2,45.8,61.7,30.0,95.0,60.0,B,C,B,A,B,B,A,D,D,A,A,A,B,B,B,F,B,C,C,A,A,C,A,C,25.0,A,A,A,G,A,A,E,E,C,F,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,1.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,23,M,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCEBEEBE,11010100.0,DAEABBCEADEDBAECABADEBAEDDB,001010011111900099011100100,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,46.3,57.2,50.0,68.0,64.0,40.0,70.0,72.0,60.0,75.0,42.7,45.8,25.0,0.0,75.0,0.0,B,C,C,B,A,A,B,D,C,A,A,A,B,E,B,D,E,D,A,A,A,F,A,A,24.0,B,A,B,C,A,C,D,C,E,F,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,27,M,2007.0,2012.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CBABCEBD,10011101.0,DCEAACCCADEEBBAEABEEDBEBEDE,011001001110901199000111001,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,55.0,54.1,62.5,41.5,30.0,50.0,25.0,53.0,65.0,50.0,55.3,50.0,85.0,70.0,85.0,100.0,,,,,,,,,,A,D,A,F,F,B,E,F,D,A,G,A,F,B,A,25.0,B,A,B,A,A,A,C,E,A,A,4.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,1.0,4.0,5.0,5.0,1.0,3.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,21,M,2013.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCABCEBD,11011101.0,AAECBBDEADCAAABCACDDECABDBB,101110111100900099011001100,555.0,555.0,555.0,333.0,555.0,333.0,333.0,333.0,333.0,333.0,333.0,43.1,45.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,50.0,0.0,0.0,0.0,0.0,C,D,C,B,B,C,D,D,B,A,D,A,D,D,B,D,B,B,A,A,A,D,A,A,25.0,B,A,B,A,A,C,B,A,E,F,6.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,8.0,8.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,3.0,5.0,6.0,5.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,M,2011.0,2012.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,DCBBCEDD,1111101.0,ACBEBCDDADEDBCCCADBDAECBAEB,110011101111910099110001000,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,59.3,66.8,75.0,54.5,54.0,70.0,50.0,55.0,75.0,50.0,56.8,54.2,71.7,100.0,95.0,20.0,B,B,C,B,B,B,E,D,B,A,A,A,D,D,B,D,B,C,A,A,A,B,B,A,25.0,A,B,B,C,B,C,D,C,E,F,6.0,5.0,4.0,6.0,4.0,6.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,3.0,6.0,6.0,6.0,6.0,4.0,2.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,8.0,5.0,5.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,1.0,5.0,7.0,1.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,M,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,CCBBCEAD,11111111.0,AAEABCAEADDDBCBCCCDEEBEBEAE,101011011101910099001111011,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,555.0,70.7,85.0,100.0,62.5,79.0,75.0,80.0,46.0,50.0,45.0,65.9,62.5,85.0,100.0,55.0,100.0,C,C,D,C,B,B,D,D,B,A,D,A,E,E,B,E,F,C,B,A,A,B,B,A,25.0,B,A,B,A,A,E,E,E,H,F,1.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
2017,2564,1,10028,4004,13446,1,2504009,25,2,22,M,2012.0,2013.0,1.0,0,1,8,0,0,0,27,0,3,0,CCBBCEAD,CCBBCEAD,ACECBCDEADEDACAECEBDEBEBDAE,ACECBCDEADEDXCAEXXBDEBEBDAE,AEABCEDE,11100.0,EBECBCBEADBECCADBEEDACADDCB,001111011100911099010000100,555.0,555.0,555.0,555.0,555.0,333.0,555.0,555.0,333.0,333.0,333.0,42.3,52.5,37.5,75.0,77.0,65.0,80.0,73.0,65.0,75.0,38.9,45.8,0.0,0.0,0.0,0.0,C,C,C,B,B,B,D,C,B,A,D,A,D,E,B,D,E,C,D,A,A,C,A,A,25.0,B,A,B,C,A,C,C,E,B,F,6.0,6.0,4.0,5.0,4.0,7.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,5.0,4.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,4.0,5.0,4.0,,,,,,,,,,,,,,CIÊNCIA DA COMPUTAÇÃO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE (UFCG),UFCG,Campina Grande,PB
